,ïid,time_spending,reasons_using,d_information,d_communication,d_new_friend,d_share,d_study,d_entainterment,number_friends,group_membership,siu_ingroup,informational_use,siu_1,siu_2,siu_3,entertainment_use,oep_1,political_efficacy,oep_2,oep_3,oep_4_data,oep_4,ofep_1,ofep_2,ofep_3,ofep_4,gender,age,barth_place,education,job,income,rural_urban_1,location,rural_urban_2,fav_party,SIU,three_usage,OEP,OFEP,supportNLD,supportUSDP,supportEthnicParty,supportOthersParty
563,565,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,4,5,5,4,4,3,3,1,1,0,0,0,0,0,24,10,4,5,2,3,10,1.0,4,0.89999998,0.89999998,0.5625,0.0,0,0,0,1
564,566,More than 3 Hours,"2, 4, 5",0,1,0,1,1,0,between 1000-3000 friends,1,1,5,5,3,5,4,5,4,4,4,2,1,1,0,0,0,0,21,9,4,5,2,3,9,1.0,1,0.71249998,0.83749998,0.71249998,0.25,1,0,0,0
565,567,More than 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,4,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,23,1,1,2,5,3,1,1.0,4,0.21250001,0.20416667,0.21250001,0.0,0,0,0,1
566,568,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,"3, 4",2,5,5,1,5,1,4,3,3,3,1,1,1,0,0,0,1,26,9,4,7,1,4,9,4.0,1,0.67500001,0.625,0.5625,0.25,1,0,0,0
567,569,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,4,5,4,5,3,3,5,3,3,2,1,0,0,0,0,0,28,10,5,5,2,1,13,3.0,4,0.94999999,0.7833333,0.51249999,0.0,0,0,0,1
568,570,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2",2,5,3,5,5,1,4,3,4,1,2,1,0,0,0,0,1,38,10,4,7,5,3,10,1.0,4,0.77499998,0.6583333,0.51249999,0.0,0,0,0,1
569,571,Less than 1 Hour,"1, 2, 4, 6",1,1,0,1,0,1,between 1000-3000 friends,1,1,5,5,5,5,4,5,5,5,4,1,1,0,0,0,0,1,46,13,4,5,2,1,13,1.0,4,0.8125,0.87083334,0.76249999,0.0,0,0,0,1
570,572,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 1000-3000 friends,2,1,5,5,4,4,4,3,3,4,2,2,1,0,0,0,0,1,27,10,4,5,2,2,10,1.0,1,0.71249998,0.83749998,0.51249999,0.0,1,0,0,0
571,573,Between 1 Hour and 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 1000-3000 friends,"1, 3, 4",3,5,4,3,4,4,4,4,3,3,2,1,1,0,0,0,0,46,9,4,7,4,1,10,1.0,1,0.73750001,0.84583336,0.5625,0.25,1,0,0,0
572,574,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,1,5,1,1,1,1,1,1,1,2,1,0,0,0,0,1,32,3,4,7,2,3,3,1.0,2,0.41249999,0.27083334,0.21250001,0.0,0,1,0,0
573,575,More than 3 Hours,"2, 4, 5",0,1,0,1,1,0,under 300 friends,"2, 3, 4",3,4,4,5,5,5,5,5,4,5,1,1,0,0,0,0,0,25,5,4,4,2,3,5,2.0,1,0.88749999,0.89583331,0.76249999,0.0,1,0,0,0
574,576,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"2, 3, 4",3,2,5,4,1,1,1,2,2,1,1,1,1,0,0,1,1,36,10,4,5,2,2,10,2.0,2,0.6875,0.42916667,0.26249999,0.5,0,1,0,0
575,577,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,3,3,3,4,4,4,4,4,"1, 3",2,1,1,0,0,0,23,10,4,7,4,1,10,1.0,1,0.69999999,0.76666665,0.72500002,0.5,1,0,0,0
576,578,More than 3 Hours,"1, 4, 5",1,0,0,1,1,0,under 300 friends,"1, 2, 3",3,3,1,2,3,4,5,3,5,2,1,1,0,0,0,0,0,15,13,3,1,1,1,13,1.0,1,0.48750001,0.62916666,0.66250002,0.0,1,0,0,0
577,579,Less than 1 Hour,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,5,5,1,1,1,5,1,1,1,1,0,0,1,1,23,10,4,4,2,1,10,1.0,1,1.0,0.73333335,0.41249999,0.5,1,0,0,0
578,580,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"2, 4",2,5,5,4,5,4,4,4,4,5,1,1,1,0,1,1,1,25,1,4,1,1,3,1,1.0,3,0.82499999,0.875,0.71249998,0.75,0,0,1,0
579,581,More than 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,"2, 4",2,4,2,1,3,1,2,2,4,1,3,1,1,0,0,0,1,24,8,4,5,2,4,8,2.0,1,0.42500001,0.47499999,0.41249999,0.25,1,0,0,0
580,582,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,4,1,5,5,5,5,5,5,5,5,5,3,1,1,0,0,0,0,40,13,3,6,2,3,11,3.0,2,0.8125,0.9375,0.8125,0.25,0,1,0,0
581,583,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,27,10,4,7,3,3,10,1.0,1,1.0,1.0,0.8125,1.0,1,0,0,0
582,584,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"2, 3",2,4,5,4,4,4,4,4,3,1,2,1,0,0,0,0,1,43,1,4,5,2,3,8,1.0,1,0.77499998,0.79166669,0.46250001,0.0,1,0,0,0
583,585,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,4,3,5,4,3,3,5,3,2,1,0,0,0,0,1,43,13,4,5,2,4,13,1.0,2,0.78750002,0.86250001,0.61250001,0.0,0,1,0,0
584,586,More than 3 Hours,"4, 5, 6",0,0,0,1,1,1,between 300-1000 friends,"1, 2, 3",3,1,1,1,4,2,4,1,4,4,1,1,1,0,0,0,1,28,10,4,5,2,4,10,3.0,1,0.48750001,0.36250001,0.66250002,0.25,1,0,0,0
585,587,More than 3 Hours,1,1,0,0,0,0,0,between 3000-5000 friends,4,1,5,5,4,5,2,3,4,4,3,1,1,1,0,0,1,0,39,10,4,6,2,1,10,3.0,2,0.76249999,0.7208333,0.5625,0.5,0,1,0,0
586,588,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 1000-3000 friends,"2, 3",2,4,4,4,4,5,4,3,3,3,3,1,1,0,0,0,1,21,9,0,1,1,4,9,1.0,1,0.72500002,0.8416667,0.5625,0.25,1,0,0,0
587,589,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,4,2,5,4,5,5,3,2,3,1,1,0,0,0,1,22,8,0,1,1,3,8,3.0,1,0.80000001,0.86666667,0.5625,0.25,1,0,0,0
588,590,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,"1, 2, 3",3,4,3,2,5,4,1,1,4,1,1,1,1,0,0,1,0,23,10,4,4,2,1,10,1.0,1,0.6875,0.76249999,0.36250001,0.5,1,0,0,0
589,591,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,3,4,2,4,3,3,3,4,1,3,1,1,0,0,1,1,23,10,4,1,1,1,10,2.0,1,0.6875,0.62916666,0.46250001,0.5,1,0,0,0
590,592,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,2,1,4,4,3,4,5,3,3,4,3,2,1,0,0,0,0,1,22,10,0,1,1,1,10,1.0,1,0.61250001,0.80416667,0.5625,0.0,1,0,0,0
591,593,More than 3 Hours,3,0,0,1,0,0,0,under 300 friends,2,1,5,5,5,5,4,4,4,4,4,2,1,1,0,0,1,1,25,10,4,4,2,1,10,1.0,1,0.8125,0.87083334,0.66250002,0.5,1,0,0,0
592,594,Between 1 Hour and 3 Hours,"2, 5",0,1,0,0,1,0,between 1000-3000 friends,2,1,5,5,3,5,3,3,4,4,4,1,1,1,0,0,1,1,24,8,4,5,2,1,1,1.0,1,0.71249998,0.77083331,0.61250001,0.5,1,0,0,0
593,595,More than 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,5,5,5,4,4,4,3,1,1,1,0,0,0,0,23,10,0,1,1,1,10,1.0,1,1.0,1.0,0.61250001,0.25,1,0,0,0
594,596,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,under 300 friends,1,1,5,5,4,5,4,5,4,5,4,2,1,1,0,0,1,1,28,8,4,5,2,3,8,1.0,2,0.76249999,0.85416669,0.76249999,0.5,0,1,0,0
595,597,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,2,1,5,4,3,5,4,4,4,3,1,2,1,1,1,0,0,0,23,9,4,5,2,3,9,3.0,1,0.66250002,0.82083333,0.46250001,0.5,1,0,0,0
596,598,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 3, 4",3,4,4,2,4,5,3,3,3,3,1,1,1,0,0,0,0,29,10,4,4,3,1,13,1.0,4,0.6875,0.82916665,0.51249999,0.25,0,0,0,1
597,599,Between 1 Hour and 3 Hours,2,0,1,0,0,0,0,between 3000-5000 friends,3,1,3,3,3,3,3,3,3,3,3,2,1,1,0,0,0,0,28,10,4,7,3,1,13,,1,0.51249999,0.57083333,0.51249999,0.25,1,0,0,0
598,600,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,2,4,4,5,3,4,1,1,1,0,0,0,0,0,28,10,4,4,4,1,10,1.0,1,0.75,0.78333336,0.5625,0.0,1,0,0,0
599,601,Less than 1 Hour,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,3,1,5,5,3,3,5,5,5,5,3,2,1,0,0,0,0,0,28,10,4,5,3,1,10,1.0,1,0.61250001,0.87083334,0.71249998,0.0,1,0,0,0
600,602,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 300-1000 friends,"1, 2, 3, 4",4,4,4,3,5,4,3,4,5,5,"1, 2",2,1,0,0,0,0,24,10,4,7,2,4,10,1.0,1,0.85000002,0.81666666,0.77499998,0.25,1,0,0,0
601,603,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,3,4,4,5,5,4,4,5,5,2,1,1,0,0,1,1,23,10,4,7,2,1,10,4.0,1,0.89999998,0.83333331,0.76249999,0.5,1,0,0,0
602,604,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"2, 3, 4",3,3,5,1,5,3,2,3,4,3,1,1,0,0,0,0,1,23,11,4,1,1,3,11,1.0,4,0.73750001,0.64583331,0.51249999,0.0,0,0,0,1
603,605,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,"2, 3, 4",3,3,5,1,5,3,2,3,4,3,1,1,0,0,0,0,0,23,11,4,1,1,3,11,1.0,4,0.73750001,0.64583331,0.51249999,0.0,0,0,0,1
604,606,More than 3 Hours,"1, 6",1,0,0,0,0,1,between 1000-3000 friends,3,1,1,5,1,5,5,4,3,3,1,2,1,0,0,0,0,0,28,10,4,7,3,1,10,1.0,4,0.61250001,0.60416669,0.46250001,0.0,0,0,0,1
605,607,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 3000-5000 friends,"1, 4",2,4,4,4,4,5,5,2,4,3,2,1,1,1,0,1,0,32,10,4,7,5,3,10,1.0,1,0.72500002,0.8416667,0.66250002,0.75,1,0,0,0
606,608,More than 3 Hours,"1, 5",1,0,0,0,1,0,between 1000-3000 friends,1,1,3,3,4,5,1,4,3,4,4,2,1,0,0,0,0,1,28,10,4,7,3,4,10,1.0,1,0.66250002,0.48750001,0.66250002,0.0,1,0,0,0
607,609,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 300-1000 friends,"1, 3",2,3,4,1,3,3,2,2,3,1,2,1,0,0,0,0,0,27,7,4,5,2,3,7,3.0,4,0.52499998,0.57499999,0.36250001,0.0,0,0,0,1
608,610,More than 3 Hours,"1, 2",1,1,0,0,0,0,under 300 friends,2,1,3,4,4,5,1,1,3,3,1,2,1,0,0,0,0,0,29,8,5,5,2,1,10,2.0,1,0.71249998,0.50416666,0.3125,0.0,1,0,0,0
609,611,Between 1 Hour and 3 Hours,"1, 2, 3",1,1,1,0,0,0,between 1000-3000 friends,"1, 2, 3, 4",4,5,5,3,3,3,3,5,2,3,2,1,1,1,0,1,0,22,1,4,1,1,1,1,1.0,4,0.80000001,0.80000001,0.46250001,0.75,0,0,0,1
610,612,Less than 1 Hour,4,0,0,0,1,0,0,under 300 friends,3,1,3,3,1,3,4,5,5,3,1,2,1,0,0,0,0,1,28,10,4,4,2,1,10,2.0,1,0.41249999,0.60416669,0.51249999,0.0,1,0,0,0
611,613,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2",2,5,5,1,4,1,1,1,4,1,1,1,0,0,0,0,0,52,10,6,5,2,1,10,2.0,1,0.625,0.60833335,0.36250001,0.0,1,0,0,0
612,614,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,5,1,3,4,5,2,5,4,1,1,1,0,0,1,0,28,10,5,5,2,1,10,1.0,1,0.69999999,0.83333331,0.76249999,0.5,1,0,0,0
613,615,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 1000-3000 friends,"1, 2, 4",3,5,5,1,5,1,1,1,5,1,1,1,1,0,0,1,0,35,8,4,4,3,3,8,1.0,1,0.73750001,0.64583331,0.41249999,0.5,1,0,0,0
614,616,More than 3 Hours,6,0,0,0,0,0,1,between 300-1000 friends,3,1,3,4,4,3,5,4,1,4,2,2,1,1,0,0,0,1,28,10,4,5,2,1,10,1.0,1,0.61250001,0.73750001,0.5625,0.25,1,0,0,0
615,617,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 4",3,4,4,2,4,2,4,5,4,5,2,1,1,0,0,0,0,38,8,5,5,2,1,13,1.0,1,0.6875,0.62916666,0.71249998,0.25,1,0,0,0
616,618,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,2,1,4,4,3,5,4,1,1,4,3,1,1,0,0,0,0,1,51,10,4,7,3,1,10,1.0,1,0.66250002,0.75416666,0.46250001,0.0,1,0,0,0
617,619,Between 1 Hour and 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 1000-3000 friends,"2, 3",2,4,5,4,4,4,4,3,3,4,2,1,1,0,1,1,0,24,9,4,1,1,3,9,1.0,1,0.77499998,0.79166669,0.61250001,0.75,1,0,0,0
618,620,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,under 300 friends,"2, 3",2,5,5,1,5,4,4,5,5,4,1,1,1,0,0,0,0,26,10,5,5,2,4,10,2.0,1,0.67500001,0.82499999,0.71249998,0.25,1,0,0,0
619,621,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"2, 3, 4",3,4,4,1,4,4,4,5,4,4,"1, 2",2,1,0,0,0,0,18,13,3,1,1,1,13,3.0,1,0.63749999,0.74583334,0.72500002,0.25,1,0,0,0
620,622,More than 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 3000-5000 friends,"1, 2, 4",3,4,4,4,5,4,4,5,5,4,3,1,1,1,1,1,0,39,4,5,5,2,3,4,1.0,1,0.83749998,0.8125,0.71249998,1.0,1,0,0,0
621,623,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,5,3,3,4,1,1,1,4,1,2,1,1,0,0,0,1,30,8,4,4,2,1,10,2.0,1,0.75,0.64999998,0.36250001,0.25,1,0,0,0
622,624,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 300-1000 friends,"2, 3",2,3,5,4,5,4,5,1,3,1,2,1,0,0,0,1,1,29,10,5,7,2,1,10,1.0,1,0.82499999,0.74166667,0.51249999,0.25,1,0,0,0
623,625,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,5,5,5,3,3,3,5,5,3,1,1,0,0,0,0,43,9,4,7,5,1,10,1.0,1,0.9375,0.84583336,0.71249998,0.25,1,0,0,0
624,626,More than 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 3000-5000 friends,"1, 2, 4",3,5,5,5,5,3,3,3,5,5,3,1,1,0,0,0,1,43,9,4,7,5,1,10,1.0,1,0.9375,0.84583336,0.71249998,0.25,1,0,0,0
625,627,Between 1 Hour and 3 Hours,6,0,0,0,0,0,1,between 1000-3000 friends,"2, 3",2,3,4,4,4,5,4,4,5,2,1,1,1,0,1,1,1,26,8,5,5,2,1,8,1.0,1,0.72500002,0.77500004,0.61250001,0.75,1,0,0,0
626,628,Less than 1 Hour,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,2,4,2,3,5,5,2,4,1,0,0,0,0,0,41,13,5,7,5,1,13,1.0,1,0.80000001,0.73333335,0.5625,0.0,1,0,0,0
627,629,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 3000-5000 friends,"1, 3, 4",3,3,5,4,5,4,4,4,3,4,2,1,0,0,0,0,1,23,10,4,4,2,2,10,1.0,1,0.88749999,0.76249999,0.61250001,0.0,1,0,0,0
628,630,More than 3 Hours,"1, 2, 4",1,1,0,1,0,0,between 300-1000 friends,"2, 3",2,5,4,5,5,4,1,1,5,1,2,1,1,0,0,0,1,33,8,5,5,2,3,14,1.0,1,0.82499999,0.875,0.41249999,0.25,1,0,0,0
629,631,More than 3 Hours,"2, 3, 4",0,1,1,1,0,0,under 300 friends,3,1,4,5,3,2,4,4,3,3,2,2,1,0,0,0,0,0,28,10,5,4,4,5,15,1.0,1,0.5625,0.72083336,0.51249999,0.0,1,0,0,0
630,632,More than 3 Hours,"1, 2, 6",1,1,0,0,0,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,4,5,5,4,4,4,4,1,1,1,1,0,0,0,28,10,4,4,4,1,13,2.0,1,0.89999998,0.89999998,0.66250002,0.5,1,0,0,0
631,633,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,4,5,4,4,4,5,5,3,1,1,0,1,1,1,28,4,4,7,5,3,4,1.0,1,0.89999998,0.89999998,0.76249999,0.75,1,0,0,0
632,634,Less than 1 Hour,"2, 4, 5, 6",0,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,5,5,4,3,4,4,1,5,1,1,1,0,0,0,0,1,17,10,0,1,1,1,10,2.0,1,0.78750002,0.86250001,0.5625,0.0,1,0,0,0
633,635,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,3,4,3,4,4,4,3,2,1,1,0,0,0,1,23,9,4,1,1,3,9,1.0,1,0.80000001,0.73333335,0.61250001,0.25,1,0,0,0
634,636,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,4,5,4,5,5,5,1,2,1,1,0,0,0,0,19,9,0,5,2,4,9,1.0,1,0.89999998,0.83333331,0.61250001,0.25,1,0,0,0
635,637,Between 1 Hour and 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 1000-3000 friends,"2, 3, 4",3,4,5,1,5,4,4,4,5,4,1,1,1,0,0,0,0,23,8,4,1,2,4,8,4.0,1,0.73750001,0.7791667,0.71249998,0.25,1,0,0,0
636,638,Between 1 Hour and 3 Hours,"4, 5",0,0,0,1,1,0,between 1000-3000 friends,"2, 3",2,2,4,4,5,1,5,4,5,5,2,1,0,1,1,0,0,23,10,4,4,2,1,10,3.0,1,0.77499998,0.45833331,0.8125,0.5,1,0,0,0
637,639,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,under 300 friends,"1, 2, 3, 4",4,5,5,3,4,4,1,1,4,1,2,1,0,0,0,0,1,57,13,4,7,3,1,10,1.0,1,0.85000002,0.88333333,0.36250001,0.0,1,0,0,0
638,640,More than 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,1,1,5,4,1,5,4,1,1,4,4,1,1,1,0,0,0,0,48,10,6,5,2,1,10,1.0,1,0.5625,0.78750002,0.51249999,0.25,1,0,0,0
639,641,More than 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"2, 3, 4",3,2,4,1,3,4,2,2,1,2,1,1,1,0,0,0,0,21,13,0,1,1,1,13,1.0,1,0.58749998,0.5958333,0.3125,0.25,1,0,0,0
640,642,More than 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,under 300 friends,"1, 2, 3, 4",4,2,1,1,3,1,1,2,2,2,2,1,1,0,0,1,0,45,13,6,5,2,1,13,1.0,1,0.5,0.36666667,0.3125,0.5,1,0,0,0
641,643,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,between 300-1000 friends,"1, 2, 4",3,4,4,1,4,4,4,5,4,3,3,1,1,0,0,0,0,28,10,4,5,2,3,10,1.0,1,0.63749999,0.74583334,0.61250001,0.25,1,0,0,0
642,644,Between 1 Hour and 3 Hours,"1, 2, 3, 4, 5, 6",1,1,1,1,1,1,between 300-1000 friends,"1, 2, 3",3,5,5,5,5,4,4,5,5,3,1,1,0,0,0,0,0,27,10,4,7,2,1,10,1.0,1,0.9375,0.91250002,0.66250002,0.0,1,0,0,0
643,645,More than 3 Hours,"1, 2, 3, 4, 5",1,1,1,1,1,0,between 300-1000 friends,"1, 2",2,4,4,2,5,4,4,1,5,2,2,1,1,0,0,0,1,21,13,4,1,1,1,13,1.0,1,0.67500001,0.75833333,0.61250001,0.25,1,0,0,0
644,646,Between 1 Hour and 3 Hours,1,1,0,0,0,0,0,between 300-1000 friends,2,1,3,5,3,4,4,4,1,4,1,2,1,0,0,0,0,0,30,10,4,5,2,4,10,1.0,4,0.66250002,0.6875,0.51249999,0.0,0,0,0,1
645,647,More than 3 Hours,3,0,0,1,0,0,0,between 1000-3000 friends,1,1,5,4,2,4,2,2,3,4,2,2,1,1,0,0,0,0,32,10,5,5,2,3,10,3.0,1,0.5625,0.65416664,0.46250001,0.25,1,0,0,0
646,648,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,1,1,5,4,4,4,5,1,4,2,2,2,1,0,0,0,0,0,35,10,5,5,2,3,10,1.0,1,0.66250002,0.88749999,0.3125,0.0,1,0,0,0
647,649,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 3000-5000 friends,"1, 3, 4",3,5,5,3,4,4,4,5,4,5,3,1,0,0,0,0,1,63,11,4,4,4,1,13,1.0,1,0.78750002,0.86250001,0.71249998,0.0,1,0,0,0
648,650,Between 1 Hour and 3 Hours,"1, 2, 3, 5",1,1,1,0,1,0,between 300-1000 friends,"1, 2",2,5,4,3,4,3,3,4,4,4,2,1,1,0,0,0,1,52,8,6,5,2,1,10,1.0,4,0.67500001,0.75833333,0.61250001,0.25,0,0,0,1
649,651,More than 3 Hours,"1, 5, 6",1,0,0,0,1,1,between 1000-3000 friends,"1, 2, 3, 4",4,5,4,2,4,5,3,2,3,3,1,1,0,0,0,0,0,31,13,4,4,4,1,13,1.0,1,0.75,0.91666669,0.51249999,0.0,1,0,0,0
650,652,Less than 1 Hour,2,0,1,0,0,0,0,between 300-1000 friends,1,1,1,5,1,1,1,1,1,1,1,2,1,1,0,0,0,0,32,3,4,7,2,3,3,1.0,2,0.41249999,0.27083334,0.21250001,0.25,0,1,0,0
651,653,More than 3 Hours,"1, 2, 4, 6",1,1,0,1,0,1,under 300 friends,"2, 3, 4",3,1,4,1,1,4,4,1,1,1,1,1,0,0,0,0,0,29,10,4,5,1,3,10,2.0,1,0.48750001,0.49583334,0.36250001,0.0,1,0,0,0
652,654,Less than 1 Hour,2,0,1,0,0,0,0,under 300 friends,"3, 4",2,5,4,1,4,4,2,3,4,4,2,1,0,0,0,0,0,18,10,0,1,1,1,10,1.0,1,0.57499999,0.79166669,0.5625,0.0,1,0,0,0
653,655,Less than 1 Hour,"1, 2",1,1,0,0,0,0,between 1000-3000 friends,2,1,5,4,2,5,4,1,3,4,1,2,1,0,0,1,1,1,40,10,6,5,2,2,10,1.0,1,0.61250001,0.80416667,0.36250001,0.5,1,0,0,0
654,656,Between 1 Hour and 3 Hours,"1, 2",1,1,0,0,0,0,between 300-1000 friends,4,1,5,5,3,3,3,3,3,5,3,3,1,1,0,1,1,0,45,10,4,7,2,1,10,1.0,2,0.61250001,0.73750001,0.61250001,0.75,0,1,0,0
655,657,Between 1 Hour and 3 Hours,"1, 2, 5, 6",1,1,0,0,1,1,between 1000-3000 friends,"1, 2, 4",3,5,5,1,4,4,4,5,5,4,3,1,0,0,0,0,1,65,10,4,4,2,1,10,1.0,1,0.6875,0.82916665,0.71249998,0.0,1,0,0,0
656,658,Between 1 Hour and 3 Hours,"1, 2, 5",1,1,0,0,1,0,under 300 friends,"1, 2, 3",3,4,4,3,4,2,2,4,3,4,3,1,0,0,0,0,1,54,7,5,7,5,1,13,1.0,4,0.73750001,0.64583331,0.51249999,0.0,0,0,0,1
657,659,More than 3 Hours,1,1,0,0,0,0,0,under 300 friends,1,1,4,4,4,4,4,4,1,3,3,2,1,0,0,0,0,1,39,13,4,2,1,1,13,1.0,1,0.66250002,0.75416666,0.5625,0.0,1,0,0,0
658,660,More than 3 Hours,"1, 2, 4, 5, 6",1,1,0,1,1,1,between 300-1000 friends,"2, 3, 4",3,4,5,2,4,4,4,4,3,3,1,1,1,0,0,0,0,24,10,4,7,3,1,10,1.0,1,0.73750001,0.7791667,0.5625,0.25,1,0,0,0
659,661,Between 1 Hour and 3 Hours,"1, 2, 4, 5",1,1,0,1,1,0,between 1000-3000 friends,"1, 2, 3, 4",4,4,4,3,5,4,2,3,5,3,3,1,1,0,0,0,0,24,8,4,1,1,3,10,1.0,1,0.85000002,0.81666666,0.5625,0.25,1,0,0,0
660,662,Between 1 Hour and 3 Hours,5,0,0,0,0,1,0,between 1000-3000 friends,3,1,4,5,4,4,4,4,4,3,1,2,1,0,0,0,1,0,27,10,5,5,2,3,10,1.0,1,0.71249998,0.77083331,0.46250001,0.25,1,0,0,0
661,663,Less than 1 Hour,"3, 4",0,0,1,1,0,0,between 1000-3000 friends,3,1,4,4,3,5,4,5,5,4,4,3,1,0,0,0,0,0,31,10,4,5,2,3,10,1.0,2,0.66250002,0.75416666,0.71249998,0.0,0,1,0,0
662,664,More than 3 Hours,"1, 4, 5, 6",1,0,0,1,1,1,between 3000-5000 friends,"1, 2, 3, 4",4,4,4,1,5,5,4,2,3,2,1,1,1,0,0,1,0,23,1,4,1,1,3,1,3.0,1,0.75,0.85000002,0.51249999,0.5,1,0,0,0
